file,slot,mean_x,mean_y,std_x,std_y,rank_std
skillcorner_match1996435_dynamic_train_attacker_centric.npz,9,26.88494110107422,35.81808853149414,20.0220890045166,8.507368087768555,1.6154717415116202
skillcorner_match1996435_dynamic_train_attacker_centric.npz,10,42.820064544677734,45.44966506958008,22.21491241455078,12.569064140319824,1.8325996337192352
skillcorner_match2006229_dynamic_train_attacker_centric.npz,0,50.1784553527832,26.848447799682617,20.154638290405273,17.135208129882812,2.032767061715263
skillcorner_match2006229_dynamic_train_attacker_centric.npz,1,47.43474197387695,27.857885360717773,19.970151901245117,12.166216850280762,2.689629128453034
skillcorner_match2006229_dynamic_train_attacker_centric.npz,2,36.11124038696289,45.23217010498047,23.91722869873047,13.084983825683594,2.268886576170408
skillcorner_match2006229_dynamic_train_attacker_centric.npz,3,65.78770446777344,24.71824073791504,17.35553550720215,16.972942352294922,1.6763630878552502
skillcorner_match2006229_dynamic_train_attacker_centric.npz,4,58.67698287963867,30.49245834350586,24.28580093383789,12.176417350769043,3.4558034936056687
skillcorner_match2006229_dynamic_train_attacker_centric.npz,5,58.3725700378418,47.290992736816406,20.782230377197266,13.656901359558105,2.122574103120869
skillcorner_match2006229_dynamic_train_attacker_centric.npz,6,50.6989860534668,36.66628646850586,19.296045303344727,14.077983856201172,1.646521822333824
skillcorner_match2006229_dynamic_train_attacker_centric.npz,7,61.46072769165039,28.5954532623291,19.763769149780273,13.0579252243042,1.8515290381041252
skillcorner_match2006229_dynamic_train_attacker_centric.npz,8,27.284805297851562,35.27096939086914,18.21965980529785,7.782260417938232,1.698634908561803
skillcorner_match2006229_dynamic_train_attacker_centric.npz,9,52.71550369262695,46.657230377197266,20.883460998535156,11.306076049804688,3.508893833826461
