start_frame,end_frame,type,from_team,from_player,to_team,to_player,duration_frames
5424,5435,PASS,Home,811820,Home,51685,11
5485,5488,PASS,Home,51685,Home,51013,3
5513,5514,PASS,Home,51013,Home,800322,1
5527,5528,TURNOVER,Home,800322,Away,582974,1
5538,5540,TURNOVER,Away,582974,Home,29075,2
5541,5542,TURNOVER,Home,29075,Away,33697,1
5545,5546,TURNOVER,Away,33697,Home,11885,1
5550,5551,TURNOVER,Home,11885,Away,133498,1
5581,5582,PASS,Away,133498,Away,285188,1
5615,5619,TURNOVER,Away,285188,Home,159688,4
5621,5622,TURNOVER,Home,159688,Away,133501,1
5626,5627,TURNOVER,Away,133501,Home,51685,1
5642,5650,PASS,Home,51685,Home,811820,8
5662,5663,PASS,Home,811820,Home,50955,1
5698,5699,TURNOVER,Home,50955,Away,38673,1
5707,5708,PASS,Away,38673,Away,14736,1
5718,5719,TURNOVER,Away,14736,Home,159688,1
5720,5721,TURNOVER,Home,159688,Away,14736,1
5737,5738,TURNOVER,Away,14736,Home,50955,1
5746,5747,PASS,Home,50955,Home,159688,1
5801,5887,PASS,Home,159688,Home,11117,1
5888,5889,PASS,Home,11117,Home,50955,1
5896,5897,PASS,Home,50955,Home,11117,1
5941,5942,TURNOVER,Home,11117,Away,51667,1
5945,5946,TURNOVER,Away,51667,Home,50955,1
5949,5950,TURNOVER,Home,50955,Away,14736,1
5955,5956,PASS,Away,14736,Away,23418,1
5961,5962,PASS,Away,23418,Away,14736,1
5968,5969,TURNOVER,Away,14736,Home,159688,1
5980,5983,TURNOVER,Home,159688,Away,38673,3
5987,5988,TURNOVER,Away,38673,Home,51685,1
5991,5992,PASS,Home,51685,Home,159688,1
6008,6009,TURNOVER,Home,159688,Away,23418,1
6012,6013,TURNOVER,Away,23418,Home,157294,1
6060,6061,TURNOVER,Home,157294,Away,133501,1
6063,6064,TURNOVER,Away,133501,Home,11117,1
6109,6110,TURNOVER,Home,11117,Away,133501,1
6113,6114,TURNOVER,Away,133501,Home,11885,1
6122,6123,TURNOVER,Home,11885,Away,14736,1
6123,6124,TURNOVER,Away,14736,Home,11117,1
6170,6171,PASS,Home,11117,Home,11885,1
6182,6183,TURNOVER,Home,11885,Away,38673,1
6186,6187,TURNOVER,Away,38673,Home,50955,1
6196,6197,TURNOVER,Home,50955,Away,14736,1
6199,6200,TURNOVER,Away,14736,Home,11885,1
6214,6215,PASS,Home,11885,Home,11117,1
6278,6279,PASS,Home,11117,Home,811820,1
6280,6281,PASS,Home,811820,Home,11117,1
6305,6306,TURNOVER,Home,11117,Away,133501,1
6317,6318,PASS,Away,133501,Away,4322,1
6319,6320,TURNOVER,Away,4322,Home,11117,1
6345,6346,TURNOVER,Home,11117,Away,133501,1
6398,6399,PASS,Away,133501,Away,14736,1
6410,6411,TURNOVER,Away,14736,Home,50955,1
6433,6434,TURNOVER,Home,50955,Away,14736,1
6460,6461,TURNOVER,Away,14736,Home,811820,1
6492,6493,TURNOVER,Home,811820,Away,14736,1
6507,6508,TURNOVER,Away,14736,Home,11885,1
6509,6510,TURNOVER,Home,11885,Away,14736,1
6510,6511,TURNOVER,Away,14736,Home,11885,1
6522,6523,TURNOVER,Home,11885,Away,23418,1
6527,6528,PASS,Away,23418,Away,4322,1
6532,6533,TURNOVER,Away,4322,Home,11117,1
6538,6539,TURNOVER,Home,11117,Away,133501,1
6542,6543,TURNOVER,Away,133501,Home,811820,1
6548,6549,TURNOVER,Home,811820,Away,133501,1
6550,6551,TURNOVER,Away,133501,Home,50955,1
6590,6591,TURNOVER,Home,50955,Away,14736,1
6592,6593,PASS,Away,14736,Away,23418,1
6599,6600,PASS,Away,23418,Away,51667,1
6601,6602,PASS,Away,51667,Away,33697,1
6602,6603,TURNOVER,Away,33697,Home,29075,1
6622,6623,PASS,Home,29075,Home,157294,1
6626,6627,TURNOVER,Home,157294,Away,14736,1
6629,6630,PASS,Away,14736,Away,23418,1
6634,6635,TURNOVER,Away,23418,Home,11885,1
6686,6687,PASS,Home,11885,Home,11117,1
6688,6689,TURNOVER,Home,11117,Away,14736,1
6689,6690,PASS,Away,14736,Away,23418,1
6691,6692,TURNOVER,Away,23418,Home,50955,1
6693,6694,TURNOVER,Home,50955,Away,51667,1
6695,6696,PASS,Away,51667,Away,33697,1
6700,6701,PASS,Away,33697,Away,624628,1
6701,6702,TURNOVER,Away,624628,Home,157294,1
6713,6722,PASS,Home,157294,Home,51685,9
6753,6754,PASS,Home,51685,Home,811820,1
6779,6780,TURNOVER,Home,811820,Away,14736,1
6781,6782,TURNOVER,Away,14736,Home,11117,1
6786,6787,TURNOVER,Home,11117,Away,14736,1
6788,6789,TURNOVER,Away,14736,Home,50955,1
6797,6798,TURNOVER,Home,50955,Away,4322,1
6799,6800,TURNOVER,Away,4322,Home,50955,1
6806,6807,PASS,Home,50955,Home,159688,1
6814,6815,TURNOVER,Home,159688,Away,38673,1
6821,6822,TURNOVER,Away,38673,Home,51685,1
6826,6827,TURNOVER,Home,51685,Away,38673,1
6837,6838,TURNOVER,Away,38673,Home,159688,1
6842,6843,TURNOVER,Home,159688,Away,38673,1
6856,6857,TURNOVER,Away,38673,Home,159688,1
6860,6861,PASS,Home,159688,Home,811820,1
6864,6865,TURNOVER,Home,811820,Away,133501,1
6883,6884,TURNOVER,Away,133501,Home,50955,1
6901,6902,PASS,Home,50955,Home,11885,1
6924,6925,TURNOVER,Home,11885,Away,4322,1
6925,6926,TURNOVER,Away,4322,Home,11885,1
6926,6927,TURNOVER,Home,11885,Away,4322,1
6937,6938,PASS,Away,4322,Away,133501,1
6940,6941,TURNOVER,Away,133501,Home,11885,1
6959,6960,TURNOVER,Home,11885,Away,23418,1
6980,6981,TURNOVER,Away,23418,Home,29075,1
7006,7007,TURNOVER,Home,29075,Away,4322,1
7013,7014,TURNOVER,Away,4322,Home,50955,1
7041,7042,TURNOVER,Home,50955,Away,4322,1
7044,7045,TURNOVER,Away,4322,Home,29075,1
7070,7071,TURNOVER,Home,29075,Away,51667,1
7072,7073,TURNOVER,Away,51667,Home,11885,1
7074,7075,TURNOVER,Home,11885,Away,33697,1
7079,7080,PASS,Away,33697,Away,133498,1
7097,7345,TURNOVER,Away,133498,Home,157294,75
7390,7391,PASS,Home,157294,Home,11885,1
7396,7397,TURNOVER,Home,11885,Away,23418,1
7407,7408,PASS,Away,23418,Away,38673,1
7431,7432,TURNOVER,Away,38673,Home,11885,1
7441,7442,TURNOVER,Home,11885,Away,38673,1
7449,7450,PASS,Away,38673,Away,23418,1
7476,7477,TURNOVER,Away,23418,Home,11117,1
7482,7483,PASS,Home,11117,Home,11885,1
7486,7487,PASS,Home,11885,Home,157294,1
7487,7488,TURNOVER,Home,157294,Away,38673,1
7493,7494,TURNOVER,Away,38673,Home,811820,1
7497,7498,TURNOVER,Home,811820,Away,38673,1
7528,7529,TURNOVER,Away,38673,Home,159688,1
7553,7554,PASS,Home,159688,Home,51013,1
7569,7571,PASS,Home,51013,Home,51685,2
7599,7600,TURNOVER,Home,51685,Away,624628,1
7608,7609,TURNOVER,Away,624628,Home,811820,1
7616,7617,PASS,Home,811820,Home,51013,1
7654,7655,PASS,Home,51013,Home,157294,1
7666,7667,TURNOVER,Home,157294,Away,582974,1
7672,7673,PASS,Away,582974,Away,14736,1
7686,7687,TURNOVER,Away,14736,Home,157294,1
7689,7690,TURNOVER,Home,157294,Away,582974,1
8126,8128,TURNOVER,Away,582974,Home,29075,2
8131,8132,TURNOVER,Home,29075,Away,33697,1
8134,8135,TURNOVER,Away,33697,Home,51013,1
8140,8141,PASS,Home,51013,Home,800322,1
8145,8146,PASS,Home,800322,Home,51685,1
8151,8152,TURNOVER,Home,51685,Away,38673,1
8156,8157,TURNOVER,Away,38673,Home,51685,1
8159,8160,PASS,Home,51685,Home,800322,1
8162,8163,PASS,Home,800322,Home,51678,1
8553,8559,PASS,Home,51678,Home,159688,6
8562,8563,PASS,Home,159688,Home,157294,1
8569,8570,TURNOVER,Home,157294,Away,14736,1
8570,8571,TURNOVER,Away,14736,Home,29075,1
8575,8576,PASS,Home,29075,Home,11117,1
8579,8580,TURNOVER,Home,11117,Away,133501,1
8585,8586,TURNOVER,Away,133501,Home,157294,1
8594,8595,TURNOVER,Home,157294,Away,582974,1
8626,8648,PASS,Away,582974,Away,23418,22
8656,8657,TURNOVER,Away,23418,Home,11117,1
8658,8659,TURNOVER,Home,11117,Away,582974,1
8663,8664,PASS,Away,582974,Away,14736,1
8669,8670,PASS,Away,14736,Away,23418,1
8675,8676,TURNOVER,Away,23418,Home,29075,1
8682,8683,TURNOVER,Home,29075,Away,51667,1
8705,8707,PASS,Away,51667,Away,285188,2
8732,8733,PASS,Away,285188,Away,4322,1
8752,8807,TURNOVER,Away,4322,Home,50955,55
8830,8833,PASS,Home,50955,Home,811820,3
8892,8904,PASS,Home,811820,Home,51685,12
8958,8968,PASS,Home,51685,Home,51678,10
8971,8972,TURNOVER,Home,51678,Away,38673,1
8983,8987,PASS,Away,38673,Away,133501,4
9002,9087,PASS,Away,133501,Away,4322,85
9172,9173,PASS,Away,4322,Away,14736,1
9176,9177,PASS,Away,14736,Away,4322,1
9182,9183,TURNOVER,Away,4322,Home,50955,1
9183,9184,PASS,Home,50955,Home,11117,1
9185,9186,TURNOVER,Home,11117,Away,14736,1
9198,9200,PASS,Away,14736,Away,38673,2
9221,9222,TURNOVER,Away,38673,Home,11885,1
9232,9233,TURNOVER,Home,11885,Away,133498,1
9251,9252,TURNOVER,Away,133498,Home,800322,1
9264,9265,TURNOVER,Home,800322,Away,582974,1
9335,9336,TURNOVER,Away,582974,Home,800322,1
9336,9337,PASS,Home,800322,Home,157294,1
9340,9341,PASS,Home,157294,Home,51013,1
9341,9342,TURNOVER,Home,51013,Away,624628,1
9354,9717,TURNOVER,Away,624628,Home,51685,68
9721,9722,PASS,Home,51685,Home,159688,1
9724,9725,TURNOVER,Home,159688,Away,133501,1
9730,9731,TURNOVER,Away,133501,Home,50955,1
9732,9733,TURNOVER,Home,50955,Away,14736,1
9788,9789,TURNOVER,Away,14736,Home,157294,1
9790,9791,PASS,Home,157294,Home,11117,1
9800,9801,TURNOVER,Home,11117,Away,582974,1
9842,9843,TURNOVER,Away,582974,Home,11885,1
9845,9846,TURNOVER,Home,11885,Away,133498,1
9870,9872,TURNOVER,Away,133498,Home,11117,2
9886,9887,TURNOVER,Home,11117,Away,133498,1
9892,9893,TURNOVER,Away,133498,Home,11117,1
9914,9915,PASS,Home,11117,Home,11885,1
9937,9938,TURNOVER,Home,11885,Away,624628,1
9938,9939,TURNOVER,Away,624628,Home,157294,1
9965,9970,PASS,Home,157294,Home,51685,5
9995,10002,PASS,Home,51685,Home,811820,7
10044,10045,PASS,Home,811820,Home,159688,1
10072,10075,PASS,Home,159688,Home,51685,3
10097,10098,PASS,Home,51685,Home,51013,1
10127,10128,PASS,Home,51013,Home,800322,1
10158,10161,PASS,Home,800322,Home,51013,3
10223,10226,PASS,Home,51013,Home,51685,3
10252,10253,PASS,Home,51685,Home,811820,1
10256,10257,TURNOVER,Home,811820,Away,133501,1
10262,10263,TURNOVER,Away,133501,Home,50955,1
10264,10265,TURNOVER,Home,50955,Away,14736,1
10271,10272,TURNOVER,Away,14736,Home,159688,1
10276,10277,TURNOVER,Home,159688,Away,133501,1
10278,10279,TURNOVER,Away,133501,Home,811820,1
10296,10297,PASS,Home,811820,Home,51685,1
10320,10322,PASS,Home,51685,Home,51013,2
10343,10344,PASS,Home,51013,Home,11885,1
10346,10347,TURNOVER,Home,11885,Away,23418,1
10355,10356,PASS,Away,23418,Away,133498,1
10596,10597,TURNOVER,Away,133498,Home,11885,1
10600,10601,TURNOVER,Home,11885,Away,582974,1
10603,10604,TURNOVER,Away,582974,Home,800322,1
10615,10616,TURNOVER,Home,800322,Away,624628,1
10630,10631,TURNOVER,Away,624628,Home,51013,1
10638,10639,PASS,Home,51013,Home,50955,1
10649,10650,TURNOVER,Home,50955,Away,14736,1
10684,10685,PASS,Away,14736,Away,133501,1
10691,10692,TURNOVER,Away,133501,Home,811820,1
10698,10699,TURNOVER,Home,811820,Away,133501,1
10745,10748,PASS,Away,133501,Away,14736,3
10756,10757,TURNOVER,Away,14736,Home,811820,1
10762,10763,PASS,Home,811820,Home,50955,1
10776,10777,PASS,Home,50955,Home,29075,1
10797,10798,TURNOVER,Home,29075,Away,14736,1
10817,10818,TURNOVER,Away,14736,Home,157294,1
10822,10823,TURNOVER,Home,157294,Away,14736,1
10825,10826,TURNOVER,Away,14736,Home,157294,1
10856,10859,PASS,Home,157294,Home,50955,3
10904,10905,TURNOVER,Home,50955,Away,23418,1
10907,10908,PASS,Away,23418,Away,51667,1
10911,10912,PASS,Away,51667,Away,133501,1
10913,10914,TURNOVER,Away,133501,Home,29075,1
10931,10932,PASS,Home,29075,Home,811820,1
10937,10938,TURNOVER,Home,811820,Away,14736,1
10951,10952,TURNOVER,Away,14736,Home,29075,1
10954,10955,TURNOVER,Home,29075,Away,14736,1
10957,10958,TURNOVER,Away,14736,Home,159688,1
11000,11001,PASS,Home,159688,Home,50955,1
11023,11024,TURNOVER,Home,50955,Away,23418,1
11025,11026,PASS,Away,23418,Away,14736,1
11027,11028,TURNOVER,Away,14736,Home,29075,1
11037,11038,TURNOVER,Home,29075,Away,23418,1
11045,11046,TURNOVER,Away,23418,Home,157294,1
11055,11056,PASS,Home,157294,Home,159688,1
11066,11067,TURNOVER,Home,159688,Away,38673,1
11079,11080,TURNOVER,Away,38673,Home,51685,1
11125,11126,PASS,Home,51685,Home,51013,1
11137,11138,TURNOVER,Home,51013,Away,624628,1
11143,11144,TURNOVER,Away,624628,Home,11885,1
11162,11163,TURNOVER,Home,11885,Away,23418,1
11163,11164,PASS,Away,23418,Away,582974,1
11174,11178,TURNOVER,Away,582974,Home,800322,4
11204,11205,PASS,Home,800322,Home,11885,1
11214,11215,TURNOVER,Home,11885,Away,23418,1
11219,11220,TURNOVER,Away,23418,Home,11117,1
11229,11230,TURNOVER,Home,11117,Away,14736,1
11230,11231,TURNOVER,Away,14736,Home,11885,1
11235,11236,TURNOVER,Home,11885,Away,38673,1
11252,11259,TURNOVER,Away,38673,Home,800322,7
11265,11266,TURNOVER,Home,800322,Away,582974,1
11266,11267,TURNOVER,Away,582974,Home,11117,1
11277,11278,TURNOVER,Home,11117,Away,23418,1
11280,11281,TURNOVER,Away,23418,Home,11885,1
11304,11305,TURNOVER,Home,11885,Away,582974,1
11308,11309,PASS,Away,582974,Away,133498,1
11315,11316,TURNOVER,Away,133498,Home,800322,1
11317,11318,TURNOVER,Home,800322,Away,582974,1
11318,11319,TURNOVER,Away,582974,Home,11885,1
11322,11323,TURNOVER,Home,11885,Away,624628,1
11325,11326,TURNOVER,Away,624628,Home,157294,1
11332,11333,PASS,Home,157294,Home,51013,1
11348,11427,PASS,Home,51013,Home,51685,79
11452,11457,PASS,Home,51685,Home,811820,5
11472,11473,TURNOVER,Home,811820,Away,133501,1
11476,11477,TURNOVER,Away,133501,Home,50955,1
11517,11518,PASS,Home,50955,Home,51685,1
11543,11544,TURNOVER,Home,51685,Away,38673,1
11548,11549,TURNOVER,Away,38673,Home,157294,1
11556,11557,PASS,Home,157294,Home,11117,1
11572,11573,TURNOVER,Home,11117,Away,133498,1
11577,11578,TURNOVER,Away,133498,Home,11885,1
11588,11589,TURNOVER,Home,11885,Away,582974,1
11596,11597,TURNOVER,Away,582974,Home,800322,1
11634,11635,TURNOVER,Home,800322,Away,624628,1
11644,11645,TURNOVER,Away,624628,Home,51013,1
11693,11703,PASS,Home,51013,Home,51685,10
11739,11740,PASS,Home,51685,Home,50955,1
11763,11764,TURNOVER,Home,50955,Away,14736,1
11769,11770,TURNOVER,Away,14736,Home,11117,1
11786,11787,TURNOVER,Home,11117,Away,4322,1
11791,11792,PASS,Away,4322,Away,133501,1
11810,11811,TURNOVER,Away,133501,Home,50955,1
11882,11883,PASS,Home,50955,Home,159688,1
11922,11924,PASS,Home,159688,Home,51013,2
11981,11983,PASS,Home,51013,Home,51685,2
11989,11990,TURNOVER,Home,51685,Away,38673,1
11995,11996,TURNOVER,Away,38673,Home,50955,1
12001,12002,TURNOVER,Home,50955,Away,14736,1
12005,12006,TURNOVER,Away,14736,Home,159688,1
12052,12056,PASS,Home,159688,Home,811820,4
12092,12093,PASS,Home,811820,Home,11117,1
12119,12120,TURNOVER,Home,11117,Away,14736,1
12124,12125,TURNOVER,Away,14736,Home,11117,1
12128,12129,PASS,Home,11117,Home,159688,1
12134,12135,PASS,Home,159688,Home,51685,1
12165,12166,PASS,Home,51685,Home,159688,1
12177,12178,PASS,Home,159688,Home,51013,1
12241,12242,PASS,Home,51013,Home,800322,1
12279,12291,PASS,Home,800322,Home,51685,12
12322,12323,PASS,Home,51685,Home,811820,1
12330,12331,TURNOVER,Home,811820,Away,133501,1
12333,12334,TURNOVER,Away,133501,Home,11117,1
12338,12339,TURNOVER,Home,11117,Away,14736,1
12341,12342,TURNOVER,Away,14736,Home,159688,1
12400,12402,PASS,Home,159688,Home,811820,2
12409,12410,TURNOVER,Home,811820,Away,4322,1
12419,12420,TURNOVER,Away,4322,Home,11885,1
12421,12422,TURNOVER,Home,11885,Away,51667,1
12437,12692,TURNOVER,Away,51667,Home,11885,72
12760,12762,TURNOVER,Home,11885,Away,23418,2
12762,12763,TURNOVER,Away,23418,Home,29075,1
12775,12800,PASS,Home,29075,Home,159688,25
12826,12840,PASS,Home,159688,Home,11885,14
12878,12879,TURNOVER,Home,11885,Away,4322,1
12880,12881,PASS,Away,4322,Away,23418,1
12888,12889,PASS,Away,23418,Away,4322,1
12892,12893,TURNOVER,Away,4322,Home,11885,1
12896,12897,TURNOVER,Home,11885,Away,4322,1
12898,12899,PASS,Away,4322,Away,23418,1
12901,12902,PASS,Away,23418,Away,33697,1
12904,12905,TURNOVER,Away,33697,Home,51685,1
12919,12923,PASS,Home,51685,Home,800322,4
12925,12926,TURNOVER,Home,800322,Away,4322,1
12926,12927,PASS,Away,4322,Away,23418,1
12927,12928,PASS,Away,23418,Away,14736,1
12935,12936,PASS,Away,14736,Away,4322,1
12985,12992,PASS,Away,4322,Away,624628,7
13075,13076,TURNOVER,Away,624628,Home,800322,1
13077,13078,PASS,Home,800322,Home,159688,1
13079,13080,PASS,Home,159688,Home,51685,1
13082,13083,TURNOVER,Home,51685,Away,133501,1
13084,13085,TURNOVER,Away,133501,Home,811820,1
13087,13088,PASS,Home,811820,Home,50955,1
13093,13094,PASS,Home,50955,Home,51678,1
13101,13102,PASS,Home,51678,Home,50955,1
13108,13109,TURNOVER,Home,50955,Away,38673,1
13144,13145,TURNOVER,Away,38673,Home,811820,1
13152,13153,TURNOVER,Home,811820,Away,38673,1
13191,13192,PASS,Away,38673,Away,133501,1
13211,13614,TURNOVER,Away,133501,Home,51685,10
13614,13615,TURNOVER,Home,51685,Away,38673,1
13619,13620,TURNOVER,Away,38673,Home,159688,1
13629,13630,TURNOVER,Home,159688,Away,14736,1
13633,13634,PASS,Away,14736,Away,51667,1
13647,13648,PASS,Away,51667,Away,33697,1
13653,13654,PASS,Away,33697,Away,4322,1
13661,13662,TURNOVER,Away,4322,Home,50955,1
13678,13709,PASS,Home,50955,Home,811820,31
13737,13743,PASS,Home,811820,Home,51685,6
13771,13772,PASS,Home,51685,Home,157294,1
13798,13799,TURNOVER,Home,157294,Away,624628,1
13802,13803,PASS,Away,624628,Away,23418,1
13815,13816,PASS,Away,23418,Away,133498,1
13829,13830,TURNOVER,Away,133498,Home,11885,1
13834,13835,TURNOVER,Home,11885,Away,23418,1
13849,13850,TURNOVER,Away,23418,Home,11117,1
13905,13906,TURNOVER,Home,11117,Away,23418,1
13915,13916,TURNOVER,Away,23418,Home,159688,1
13928,13929,TURNOVER,Home,159688,Away,14736,1
13930,13931,PASS,Away,14736,Away,33697,1
13938,13939,PASS,Away,33697,Away,285188,1
14220,14405,PASS,Away,285188,Away,51667,114
14407,14408,TURNOVER,Away,51667,Home,29075,1
14411,14412,PASS,Home,29075,Home,11117,1
14414,14415,TURNOVER,Home,11117,Away,14736,1
14421,14422,TURNOVER,Away,14736,Home,11117,1
14424,14425,PASS,Home,11117,Home,29075,1
14427,14428,TURNOVER,Home,29075,Away,51667,1
14431,14432,PASS,Away,51667,Away,33697,1
14485,14486,PASS,Away,33697,Away,133498,1
14486,14487,TURNOVER,Away,133498,Home,11885,1
14498,14501,PASS,Home,11885,Home,800322,3
14519,14526,TURNOVER,Home,800322,Away,582974,7
14527,14528,TURNOVER,Away,582974,Home,800322,1
14560,14583,TURNOVER,Home,800322,Away,582974,23
14898,14902,TURNOVER,Away,133498,Home,800322,4
14905,14906,PASS,Home,800322,Home,29075,1
14908,14909,TURNOVER,Home,29075,Away,14736,1
14912,14913,TURNOVER,Away,14736,Home,51013,1
14916,14917,PASS,Home,51013,Home,51678,1
14934,14935,TURNOVER,Home,51678,Away,38673,1
15043,15044,TURNOVER,Away,38673,Home,811820,1
15068,15069,PASS,Home,811820,Home,51685,1
15088,15089,PASS,Home,51685,Home,51678,1
15119,15120,TURNOVER,Home,51678,Away,38673,1
15129,15130,PASS,Away,38673,Away,23418,1
15136,15137,TURNOVER,Away,23418,Home,11117,1
15140,15141,TURNOVER,Home,11117,Away,133498,1
15144,15145,TURNOVER,Away,133498,Home,11117,1
