start_frame,end_frame,type,from_team,from_player,to_team,to_player,duration_frames
27734,27741,PASS,Home,5,Home,1,7
27787,27792,PASS,Home,1,Home,5,5
27801,27802,TURNOVER,Home,5,Away,21,1
27813,27819,PASS,Away,21,Away,19,6
27828,27829,TURNOVER,Away,19,Home,7,1
27844,27845,TURNOVER,Home,7,Away,19,1
27861,27864,TURNOVER,Away,19,Home,5,3
27951,27987,PASS,Home,5,Home,8,36
28080,28081,TURNOVER,Home,8,Away,18,1
28082,28083,PASS,Away,18,Away,15,1
28090,28096,PASS,Away,15,Away,16,6
28099,28100,TURNOVER,Away,16,Home,9,1
28103,28104,TURNOVER,Home,9,Away,25,1
28176,28177,TURNOVER,Away,25,Home,5,1
28179,28180,TURNOVER,Home,5,Away,25,1
28347,28353,TURNOVER,Away,25,Home,10,6
28364,28402,TURNOVER,Home,10,Away,21,38
28538,28559,TURNOVER,Away,21,Home,1,21
28563,28564,TURNOVER,Home,1,Away,23,1
28584,28585,TURNOVER,Away,23,Home,2,1
28588,28589,TURNOVER,Home,2,Away,23,1
28597,28787,PASS,Away,23,Away,21,190
28799,28804,PASS,Away,21,Away,22,5
28867,28881,PASS,Away,22,Away,19,14
28926,28938,PASS,Away,19,Away,22,12
28966,28976,PASS,Away,22,Away,21,10
29017,29018,TURNOVER,Away,21,Home,1,1
29026,29031,TURNOVER,Home,1,Away,23,5
29032,29033,TURNOVER,Away,23,Home,2,1
29041,29050,PASS,Home,2,Home,3,9
29056,29057,PASS,Home,3,Home,4,1
29061,29062,PASS,Home,4,Home,2,1
29071,29087,TURNOVER,Home,2,Away,19,16
29092,29093,TURNOVER,Away,19,Home,9,1
29105,29109,PASS,Home,9,Home,6,4
29211,29212,TURNOVER,Home,6,Away,24,1
29225,29234,TURNOVER,Away,24,Home,3,9
29273,29298,PASS,Home,3,Home,4,25
29300,29301,TURNOVER,Home,4,Away,18,1
29325,29326,TURNOVER,Away,18,Home,4,1
29349,29362,TURNOVER,Home,4,Away,24,13
29402,29415,PASS,Away,24,Away,19,13
29476,29489,PASS,Away,19,Away,24,13
29499,29514,PASS,Away,24,Away,18,15
30375,30403,PASS,Home,11,Home,4,28
30412,30429,PASS,Home,4,Home,8,17
30438,30442,TURNOVER,Home,8,Away,15,4
30451,30468,TURNOVER,Away,15,Home,8,17
30476,30477,TURNOVER,Home,8,Away,19,1
30516,30517,TURNOVER,Away,19,Home,6,1
30607,30618,PASS,Home,6,Home,10,11
30665,30681,PASS,Home,10,Home,5,16
30716,30725,PASS,Home,5,Home,6,9
30737,30749,PASS,Home,6,Home,10,12
30806,30807,TURNOVER,Home,10,Away,19,1
30809,30810,TURNOVER,Away,19,Home,10,1
30814,30815,TURNOVER,Home,10,Away,21,1
30875,30876,TURNOVER,Away,21,Home,6,1
30885,30895,PASS,Home,6,Home,1,10
30945,30955,PASS,Home,1,Home,7,10
30998,30999,TURNOVER,Home,7,Away,21,1
31005,31006,TURNOVER,Away,21,Home,9,1
31047,31072,PASS,Home,9,Home,4,25
31169,31184,PASS,Home,4,Home,7,15
31197,31204,TURNOVER,Home,7,Away,20,7
31206,31207,PASS,Away,20,Away,16,1
31555,31590,PASS,Away,25,Away,17,35
31714,31715,TURNOVER,Away,17,Home,9,1
31724,31730,TURNOVER,Home,9,Away,20,6
31741,31742,TURNOVER,Away,20,Home,10,1
31800,31820,TURNOVER,Home,10,Away,17,20
32346,32392,PASS,Away,17,Away,16,46
32444,32463,PASS,Away,16,Away,15,19
32627,32652,PASS,Away,15,Away,16,25
32748,32805,PASS,Away,16,Away,17,57
32862,32883,TURNOVER,Away,17,Home,1,21
32892,32929,TURNOVER,Home,1,Away,23,37
33651,33692,TURNOVER,Home,11,Away,23,41
33700,33702,PASS,Away,23,Away,21,2
33711,33723,PASS,Away,21,Away,22,12
33734,33735,TURNOVER,Away,22,Home,5,1
33773,33774,PASS,Home,5,Home,1,1
33824,33825,TURNOVER,Home,1,Away,22,1
33832,33840,PASS,Away,22,Away,20,8
33867,33868,TURNOVER,Away,20,Home,5,1
33874,33875,TURNOVER,Home,5,Away,19,1
33888,33893,TURNOVER,Away,19,Home,6,5
34169,34201,PASS,Away,22,Away,17,32
34241,34263,PASS,Away,17,Away,16,22
34308,34334,PASS,Away,16,Away,15,26
34404,34410,TURNOVER,Away,15,Home,9,6
34419,34464,TURNOVER,Home,9,Away,22,45
34526,34527,TURNOVER,Away,22,Home,1,1
34548,34580,TURNOVER,Home,1,Away,21,32
34619,34620,TURNOVER,Away,21,Home,2,1
34629,34644,PASS,Home,2,Home,3,15
34666,34700,PASS,Home,3,Home,11,34
34832,34858,PASS,Home,11,Home,4,26
34987,35015,TURNOVER,Home,4,Away,20,28
35021,35038,PASS,Away,20,Away,17,17
35091,35092,TURNOVER,Away,17,Home,9,1
35097,35098,TURNOVER,Home,9,Away,20,1
35182,35183,TURNOVER,Away,20,Home,9,1
35198,35220,TURNOVER,Home,9,Away,18,22
35322,35355,PASS,Away,18,Away,19,33
35447,35448,TURNOVER,Away,19,Home,10,1
35457,35498,TURNOVER,Home,10,Away,17,41
35511,35536,PASS,Away,17,Away,22,25
35596,35597,TURNOVER,Away,22,Home,1,1
36221,36282,TURNOVER,Home,11,Away,23,61
36296,36329,TURNOVER,Away,23,Home,8,33
36334,36335,TURNOVER,Home,8,Away,15,1
36340,36341,TURNOVER,Away,15,Home,8,1
36412,36413,TURNOVER,Home,8,Away,15,1
36430,36534,TURNOVER,Away,15,Home,4,104
36547,36591,TURNOVER,Home,4,Away,23,44
36607,36608,TURNOVER,Away,23,Home,3,1
36626,36688,PASS,Home,3,Home,1,62
36696,36697,TURNOVER,Home,1,Away,22,1
36708,36713,TURNOVER,Away,22,Home,10,5
36726,36758,PASS,Home,10,Home,5,32
36766,36879,TURNOVER,Home,5,Away,22,113
36889,36902,PASS,Away,22,Away,17,13
36965,36991,PASS,Away,17,Away,16,26
37037,37077,PASS,Away,16,Away,15,40
37134,37152,PASS,Away,15,Away,18,18
37188,37192,PASS,Away,18,Away,19,4
37218,37219,TURNOVER,Away,19,Home,7,1
37229,37231,TURNOVER,Home,7,Away,20,2
37306,37307,TURNOVER,Away,20,Home,7,1
37311,37312,TURNOVER,Home,7,Away,20,1
38150,38197,PASS,Home,11,Home,7,47
38206,38208,TURNOVER,Home,7,Away,19,2
38218,38227,PASS,Away,19,Away,16,9
38234,38235,TURNOVER,Away,16,Home,9,1
38246,38269,TURNOVER,Home,9,Away,21,23
38281,38282,PASS,Away,21,Away,19,1
38311,38312,TURNOVER,Away,19,Home,6,1
38332,38333,PASS,Home,6,Home,9,1
38380,38385,PASS,Home,9,Home,7,5
38427,38453,PASS,Home,7,Home,1,26
39389,39397,TURNOVER,Home,9,Away,21,8
39431,39432,PASS,Away,21,Away,16,1
39444,39445,PASS,Away,16,Away,21,1
39461,39462,PASS,Away,21,Away,16,1
39474,39475,PASS,Away,16,Away,21,1
39501,39502,PASS,Away,21,Away,16,1
42366,42475,TURNOVER,Away,17,Home,6,109
42483,42493,PASS,Home,6,Home,10,10
42505,42517,PASS,Home,10,Home,7,12
42547,42562,PASS,Home,7,Home,2,15
42600,42618,PASS,Home,2,Home,7,18
42666,42715,TURNOVER,Home,7,Away,16,49
42728,42746,PASS,Away,16,Away,17,18
43123,43128,PASS,Home,7,Home,10,5
43143,43145,PASS,Home,10,Home,7,2
43223,43234,PASS,Home,7,Home,2,11
43272,43273,TURNOVER,Home,2,Away,23,1
43276,43277,TURNOVER,Away,23,Home,7,1
43281,43282,TURNOVER,Home,7,Away,21,1
43290,43297,TURNOVER,Away,21,Home,10,7
43308,43314,TURNOVER,Home,10,Away,16,6
43323,43324,PASS,Away,16,Away,17,1
43333,43350,PASS,Away,17,Away,22,17
43426,43427,TURNOVER,Away,22,Home,10,1
43433,43434,TURNOVER,Home,10,Away,22,1
43477,43481,PASS,Away,22,Away,21,4
44278,44280,TURNOVER,Home,7,Away,21,2
44289,44339,PASS,Away,21,Away,15,50
44348,44349,PASS,Away,15,Away,18,1
44361,44399,TURNOVER,Away,18,Home,5,38
44428,44429,TURNOVER,Home,5,Away,18,1
44453,44454,TURNOVER,Away,18,Home,9,1
44472,44503,PASS,Home,9,Home,4,31
44580,44586,PASS,Home,4,Home,9,6
44623,44632,PASS,Home,9,Home,4,9
44674,44712,PASS,Home,4,Home,3,38
44745,44775,PASS,Home,3,Home,2,30
44831,44839,PASS,Home,2,Home,7,8
44861,44862,TURNOVER,Home,7,Away,22,1
44864,44865,TURNOVER,Away,22,Home,7,1
45123,45129,PASS,Home,7,Home,10,6
45144,45149,PASS,Home,10,Home,7,5
45843,45900,PASS,Home,2,Home,9,57
45905,45906,TURNOVER,Home,9,Away,17,1
