start_frame,end_frame,type,from_team,from_player,to_team,to_player,pass_outcome
96,96,PASS,Away,560893,Away,809070,successful
135,135,PASS,Away,809070,Away,51686,unsuccessful
170,170,PASS,Home,998256,Home,25534,unsuccessful
189,189,PASS,Away,51005,Away,50959,unsuccessful
208,208,PASS,Home,28293,Home,25534,unsuccessful
215,215,PASS,Away,50959,Away,51686,unsuccessful
279,279,PASS,Away,50959,Away,51686,unsuccessful
292,292,PASS,Home,28293,Home,51000,successful
323,323,PASS,Home,51000,Home,17231,unsuccessful
382,382,PASS,Away,809070,Away,26766,successful
403,403,PASS,Away,26766,Away,809759,successful
431,431,PASS,Away,809759,Away,973078,successful
456,456,PASS,Away,973078,Away,51646,successful
466,466,PASS,Away,51646,Away,560893,successful
473,473,PASS,Away,560893,Away,50959,unsuccessful
529,529,PASS,Home,51644,Home,931987,successful
565,565,PASS,Home,931987,Home,795547,successful
607,607,PASS,Home,795547,Home,28293,successful
669,669,PASS,Home,28293,Home,51644,successful
689,689,PASS,Home,51644,Home,931987,successful
726,726,PASS,Home,931987,Home,133852,successful
738,738,PASS,Home,133852,Home,51644,successful
756,756,PASS,Home,51644,Home,931987,successful
766,766,PASS,Home,931987,Home,133852,successful
799,799,PASS,Home,133852,Home,28293,successful
815,815,PASS,Home,28293,Home,51000,successful
843,843,PASS,Home,51000,Home,17231,unsuccessful
864,864,PASS,Away,26766,Away,51005,unsuccessful
890,890,PASS,Home,51000,Home,18573,unsuccessful
939,939,PASS,Away,51005,Away,50949,unsuccessful
968,968,PASS,Home,51000,Home,28293,successful
983,983,PASS,Home,28293,Home,25534,successful
992,992,PASS,Home,25534,Home,133852,successful
1008,1008,PASS,Home,133852,Home,25534,successful
1023,1023,PASS,Home,25534,Home,28293,successful
1039,1039,PASS,Home,28293,Home,51000,successful
1059,1059,PASS,Home,51000,Home,28293,successful
1089,1089,PASS,Home,28293,Home,51644,successful
1127,1127,PASS,Home,51644,Home,998256,successful
1146,1146,PASS,Home,998256,Home,28293,successful
1193,1193,PASS,Home,28293,Home,51000,successful
1237,1237,PASS,Home,51000,Home,28293,successful
1253,1253,PASS,Home,28293,Home,25534,successful
1295,1295,PASS,Home,25534,Home,28293,successful
1331,1331,PASS,Home,28293,Home,25534,successful
1374,1374,PASS,Home,25534,Home,51045,successful
1420,1420,PASS,Home,51045,Home,51000,successful
1429,1429,PASS,Home,51000,Home,28293,successful
1443,1443,PASS,Home,28293,Home,51045,successful
1492,1492,PASS,Home,51045,Home,25534,successful
1513,1513,PASS,Home,25534,Home,18573,successful
1523,1523,PASS,Home,18573,Home,25534,successful
1532,1532,PASS,Home,25534,Home,18573,unsuccessful
1675,1675,PASS,Away,809759,Away,973078,successful
1696,1696,PASS,Away,973078,Away,51646,successful
1743,1743,PASS,Away,51646,Away,26766,successful
1779,1779,PASS,Away,26766,Away,51005,successful
1806,1806,PASS,Away,51005,Away,50949,successful
1814,1814,PASS,Away,50949,Away,42513,unsuccessful
1829,1829,PASS,Home,998256,Home,28293,successful
1840,1840,PASS,Home,28293,Home,51644,successful
1868,1868,PASS,Home,51644,Home,51000,successful
1891,1891,PASS,Home,51000,Home,28293,successful
1900,1900,PASS,Home,28293,Home,25534,successful
1945,1945,PASS,Home,25534,Home,51000,successful
1968,1968,PASS,Home,51000,Home,25534,successful
1975,1975,PASS,Home,25534,Home,28293,successful
1991,1991,PASS,Home,28293,Home,133852,successful
2005,2005,PASS,Home,133852,Home,28293,successful
2048,2048,PASS,Home,28293,Home,795547,successful
2093,2093,PASS,Home,795547,Home,28293,successful
2110,2110,PASS,Home,28293,Home,51644,successful
2125,2125,PASS,Home,51644,Home,133852,successful
2134,2134,PASS,Home,133852,Home,51644,successful
2150,2150,PASS,Home,51644,Home,28293,successful
2165,2165,PASS,Home,28293,Home,795547,successful
2234,2234,PASS,Home,795547,Home,28293,successful
2258,2258,PASS,Home,28293,Home,795547,successful
2277,2277,PASS,Home,795547,Home,17231,unsuccessful
2290,2290,PASS,Away,809759,Away,50959,unsuccessful
2315,2315,PASS,Home,133852,Home,51045,successful
2337,2337,PASS,Home,51045,Home,133852,successful
2344,2344,PASS,Home,133852,Home,28293,successful
