start_frame,end_frame,type,from_team,from_player,to_team,to_player,pass_outcome
2303,2303,PASS,Away,50955,Away,51685,successful
2329,2329,PASS,Away,51685,Away,811820,successful
2360,2360,PASS,Away,811820,Away,51685,successful
2390,2390,PASS,Away,51685,Away,157294,successful
2402,2402,PASS,Away,157294,Away,51685,successful
2447,2447,PASS,Away,51685,Away,811820,successful
2496,2496,PASS,Away,811820,Away,51685,successful
2521,2521,PASS,Away,51685,Away,29075,unsuccessful
2576,2576,PASS,Away,159688,Away,157294,successful
2586,2586,PASS,Away,157294,Away,11885,successful
2597,2597,PASS,Away,11885,Away,11117,successful
2606,2606,PASS,Away,11117,Away,50977,successful
2638,2638,PASS,Away,50977,Away,11885,successful
2660,2660,PASS,Away,11885,Away,11117,successful
2678,2678,PASS,Away,11117,Away,50955,successful
3085,3085,PASS,Away,159688,Away,50977,successful
3096,3096,PASS,Away,50977,Away,159688,successful
3135,3135,PASS,Away,159688,Away,7698,successful
3226,3226,PASS,Away,7698,Away,51685,successful
3261,3261,PASS,Away,51685,Away,50977,successful
3294,3294,PASS,Away,50977,Away,157294,successful
3309,3309,PASS,Away,157294,Away,,unsuccessful
3336,3336,PASS,Home,42510,Home,51028,successful
3361,3361,PASS,Home,51028,Home,26969,successful
3365,3365,PASS,Home,26969,Home,51028,unsuccessful
3444,3444,PASS,Away,157294,Away,7698,successful
3458,3458,PASS,Away,7698,Away,,unsuccessful
3494,3494,PASS,Home,957734,Home,26969,unsuccessful
3535,3535,PASS,Home,51015,Home,51028,successful
3558,3558,PASS,Home,51028,Home,51015,successful
3577,3577,PASS,Home,51015,Home,51028,unsuccessful
3754,3754,PASS,Away,29075,Away,11117,successful
3808,3808,PASS,Home,799092,Home,42510,successful
3824,3824,PASS,Home,42510,Home,51017,successful
3856,3856,PASS,Home,51017,Home,27003,successful
3874,3874,PASS,Home,27003,Home,23909,successful
3903,3903,PASS,Away,811820,Away,157294,successful
3954,3954,PASS,Away,157294,Away,11117,successful
3963,3963,PASS,Away,11117,Away,11885,successful
3997,3997,PASS,Away,11885,Away,50955,successful
4028,4028,PASS,Away,50955,Away,11117,successful
4036,4036,PASS,Away,11117,Away,11885,successful
4130,4130,PASS,Away,11885,Away,50955,successful
4808,4808,PASS,Home,51015,Home,51017,successful
4858,4858,PASS,Home,51017,Home,698137,successful
4881,4881,PASS,Home,698137,Home,51017,unsuccessful
4936,4936,PASS,Away,811820,Away,7698,successful
4959,4959,PASS,Away,7698,Away,811820,successful
5006,5006,PASS,Away,811820,Away,51685,successful
5028,5028,PASS,Away,51685,Away,811820,successful
5050,5050,PASS,Away,811820,Away,159688,unsuccessful
5085,5085,PASS,Home,51015,Home,23909,successful
5119,5119,PASS,Home,23909,Home,27003,unsuccessful
5161,5161,PASS,Away,50955,Away,11117,successful
5233,5233,PASS,Away,11117,Away,11885,successful
5252,5252,PASS,Away,11885,Away,11117,successful
5307,5307,PASS,Away,50977,Away,11885,successful
5379,5379,PASS,Away,11885,Away,50977,successful
5396,5396,PASS,Away,50977,Away,29075,successful
5804,5804,PASS,Home,957734,Home,51028,unsuccessful
5818,5818,PASS,Away,11117,Away,11885,successful
5828,5828,PASS,Away,11885,Away,11117,successful
5851,5851,PASS,Away,50977,Away,29075,successful
6291,6291,PASS,Home,698137,Home,799092,successful
6307,6307,PASS,Home,799092,Home,42510,successful
6370,6370,PASS,Home,42510,Home,51028,successful
6424,6424,PASS,Home,51028,Home,799092,successful
6451,6451,PASS,Home,799092,Home,23909,successful
6556,6556,PASS,Away,159688,Away,11117,successful
6625,6625,PASS,Away,11117,Away,50955,successful
7069,7069,PASS,Home,23909,Home,26969,unsuccessful
7094,7094,PASS,Away,159688,Away,50977,successful
7116,7116,PASS,Away,50977,Away,11117,successful
7143,7143,PASS,Away,11117,Away,50977,successful
7158,7158,PASS,Away,50977,Away,9175,successful
7188,7188,PASS,Away,9175,Away,11885,successful
7221,7221,PASS,Away,11885,Away,157294,successful
7254,7254,PASS,Away,157294,Away,9175,successful
7280,7280,PASS,Away,9175,Away,51685,successful
7308,7308,PASS,Away,51685,Away,811820,successful
7351,7351,PASS,Away,811820,Away,50955,successful
7374,7374,PASS,Away,50955,Away,51685,successful
7397,7397,PASS,Away,51685,Away,157294,successful
7410,7410,PASS,Away,157294,Away,9175,successful
7444,7444,PASS,Away,9175,Away,50977,successful
7496,7496,PASS,Away,50977,Away,11885,successful
7551,7551,PASS,Away,11885,Away,50977,successful
7569,7569,PASS,Away,50977,Away,11885,successful
7612,7612,PASS,Away,11885,Away,9175,successful
7636,7636,PASS,Away,9175,Away,11117,successful
7650,7650,PASS,Away,11117,Away,11885,successful
7672,7672,PASS,Away,11885,Away,29075,unsuccessful
7680,7680,PASS,Home,957734,Home,,unsuccessful
7940,7940,PASS,Away,50977,Away,11885,unsuccessful
7970,7970,PASS,Home,51015,Home,42510,successful
7988,7988,PASS,Home,42510,Home,34718,successful
8010,8010,PASS,Home,34718,Home,51017,successful
8029,8029,PASS,Home,51017,Home,698137,successful
8057,8057,PASS,Home,698137,Home,957734,successful
8071,8071,PASS,Home,957734,Home,51017,successful
8116,8116,PASS,Home,51017,Home,26969,successful
8134,8134,PASS,Home,26969,Home,23909,successful
8201,8201,PASS,Home,23909,Home,51028,successful
8225,8225,PASS,Home,51028,Home,957734,successful
8874,8874,PASS,Away,157294,Away,50977,successful
8904,8904,PASS,Away,50977,Away,9175,successful
8943,8943,PASS,Away,9175,Away,7698,successful
8972,8972,PASS,Away,7698,Away,51685,successful
9130,9130,PASS,Away,51685,Away,7698,successful
9155,9155,PASS,Away,7698,Away,9175,successful
9224,9224,PASS,Away,9175,Away,811820,successful
9290,9290,PASS,Away,811820,Away,51685,successful
9363,9363,PASS,Away,51685,Away,811820,successful
9405,9405,PASS,Away,811820,Away,9175,successful
9439,9439,PASS,Away,9175,Away,11117,successful
9493,9493,PASS,Away,11117,Away,50977,unsuccessful
9548,9548,PASS,Home,51028,Home,799092,successful
9796,9796,PASS,Home,799092,Home,51028,unsuccessful
10017,10017,PASS,Home,51015,Home,799092,successful
10045,10045,PASS,Home,799092,Home,26969,successful
10081,10081,PASS,Home,26969,Home,51017,successful
10146,10146,PASS,Home,51017,Home,51015,successful
10169,10169,PASS,Home,51015,Home,957734,unsuccessful
10197,10197,PASS,Away,811820,Away,51685,successful
10212,10212,PASS,Away,51685,Away,157294,successful
10232,10232,PASS,Away,157294,Away,51685,successful
10242,10242,PASS,Away,51685,Away,9175,successful
10284,10284,PASS,Away,9175,Away,51685,successful
10314,10314,PASS,Away,51685,Away,811820,successful
10343,10343,PASS,Away,811820,Away,50955,successful
10361,10361,PASS,Away,50955,Away,811820,successful
10388,10388,PASS,Away,811820,Away,159688,successful
10416,10416,PASS,Away,159688,Away,11117,successful
10445,10445,PASS,Away,11117,Away,11885,successful
10554,10554,PASS,Home,51015,Home,26969,successful
10595,10595,PASS,Home,26969,Home,51028,successful
10627,10627,PASS,Home,51028,Home,42510,successful
10655,10655,PASS,Home,42510,Home,698137,successful
10683,10683,PASS,Home,698137,Home,51017,successful
11008,11008,PASS,Home,34718,Home,42510,successful
11035,11035,PASS,Home,42510,Home,799092,successful
11052,11052,PASS,Home,799092,Home,51028,successful
11078,11078,PASS,Home,799092,Home,51028,successful
11286,11286,PASS,Home,51015,Home,51028,successful
11297,11297,PASS,Home,51028,Home,23909,successful
11324,11324,PASS,Home,23909,Home,51028,successful
11367,11367,PASS,Away,159688,Away,50955,successful
11378,11378,PASS,Away,50955,Away,11117,successful
11391,11391,PASS,Away,11117,Away,29075,successful
11398,11398,PASS,Away,29075,Away,11885,unsuccessful
11430,11430,PASS,Home,698137,Home,42510,unsuccessful
11645,11645,PASS,Home,799092,Home,51028,successful
11706,11706,PASS,Away,11117,Away,11885,successful
11911,11911,PASS,Away,11885,Away,9175,successful
11930,11930,PASS,Away,9175,Away,11885,successful
11939,11939,PASS,Away,11885,Away,11117,successful
11948,11948,PASS,Away,11117,Away,157294,successful
11963,11963,PASS,Away,157294,Away,29075,unsuccessful
12337,12337,PASS,Away,9175,Away,,unsuccessful
12444,12444,PASS,Away,11885,Away,11117,unsuccessful
12483,12483,PASS,Home,26969,Home,957734,unsuccessful
12503,12503,PASS,Away,50977,Away,11117,successful
12526,12526,PASS,Home,42510,Home,27003,unsuccessful
12544,12544,PASS,Away,811820,Away,51685,successful
12655,12655,PASS,Away,50955,Away,51685,successful
12683,12683,PASS,Away,51685,Away,9175,successful
12709,12709,PASS,Away,9175,Away,50977,successful
12737,12737,PASS,Away,50977,Away,11885,successful
12753,12753,PASS,Away,11885,Away,50977,successful
12840,12840,PASS,Away,159688,Away,9175,successful
12863,12863,PASS,Away,9175,Away,811820,successful
12929,12929,PASS,Away,811820,Away,157294,successful
12939,12939,PASS,Away,157294,Away,811820,successful
12999,12999,PASS,Away,811820,Away,29075,unsuccessful
13037,13037,PASS,Home,698137,Home,27003,unsuccessful
13069,13069,PASS,Away,157294,Away,11117,successful
13081,13081,PASS,Away,11117,Away,811820,successful
13161,13161,PASS,Away,811820,Away,157294,successful
13191,13191,PASS,Away,157294,Away,159688,successful
13214,13214,PASS,Away,159688,Away,51685,successful
13310,13310,PASS,Away,51685,Away,811820,successful
13342,13342,PASS,Away,811820,Away,50955,unsuccessful
13725,13725,PASS,Away,50955,Away,811820,successful
13758,13758,PASS,Away,811820,Away,7698,successful
13805,13805,PASS,Away,7698,Away,51685,successful
13828,13828,PASS,Away,51685,Away,811820,successful
13855,13855,PASS,Away,811820,Away,157294,successful
13866,13866,PASS,Away,157294,Away,811820,successful
14019,14019,PASS,Away,9175,Away,50955,successful
14050,14050,PASS,Home,27003,Home,799092,unsuccessful
14076,14076,PASS,Away,50977,Away,11885,unsuccessful
14323,14323,PASS,Home,23909,Home,26969,successful
14332,14332,PASS,Home,26969,Home,51017,unsuccessful
14426,14426,PASS,Away,7698,Away,,unsuccessful
14455,14455,PASS,Home,51015,Home,799092,unsuccessful
14465,14465,PASS,Away,159688,Away,,unsuccessful
14613,14613,PASS,Away,9175,Away,51685,successful
14650,14650,PASS,Away,51685,Away,811820,successful
14706,14706,PASS,Away,811820,Away,51685,successful
14744,14744,PASS,Away,51685,Away,811820,successful
14783,14783,PASS,Away,811820,Away,11885,successful
15279,15279,PASS,Away,9175,Away,811820,successful
15305,15305,PASS,Away,811820,Away,9175,unsuccessful
15315,15315,PASS,Home,42510,Home,26969,unsuccessful
15366,15366,PASS,Away,811820,Away,159688,successful
15394,15394,PASS,Away,159688,Away,11885,successful
15434,15434,PASS,Away,11885,Away,50955,unsuccessful
16032,16032,PASS,Away,11885,Away,50977,successful
16043,16043,PASS,Away,50977,Away,11885,unsuccessful
16067,16067,PASS,Home,799092,Home,51028,successful
16082,16082,PASS,Home,51028,Home,26969,successful
16087,16087,PASS,Home,26969,Home,799092,successful
16159,16159,PASS,Away,11885,Away,50977,successful
16166,16166,PASS,Away,50977,Away,11117,successful
16931,16931,PASS,Away,11885,Away,159688,successful
16951,16951,PASS,Away,159688,Away,51685,successful
16966,16966,PASS,Home,957734,Home,51015,unsuccessful
16989,16989,PASS,Away,9175,Away,811820,successful
17012,17012,PASS,Away,811820,Away,29075,successful
17439,17439,PASS,Home,799092,Home,957734,successful
17459,17459,PASS,Home,957734,Home,23909,successful
17816,17816,PASS,Away,9175,Away,811820,successful
17874,17874,PASS,Away,811820,Away,51685,successful
